[2026-03-09 21:23:29,887][__main__][INFO] - [Qwen-3.5-27B_by_gpt_5_4] Starting 8 questions (total 9).
[2026-03-09 21:26:46,731][__main__][ERROR] - Failed to get valid observer parse after 3 attempts for gpqa_hard_recD8oX1KevFbl7bL_0027
[2026-03-09 21:26:46,736][__main__][INFO] - [Qwen-3.5-35B-A3B_by_gpt_5_4] Starting 8 questions (total 8).
[2026-03-09 21:26:47,540][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:26:47,541][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:26:47,594][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:26:47,650][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:26:48,381][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:26:53,028][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:26:54,657][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:26:55,931][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:02,249][__main__][INFO] - [Qwen-3.5-35B-A3B_by_gpt_5_4] Progress: 8/8
[2026-03-09 21:27:02,252][__main__][INFO] - [Qwen-3.5-35B-A3B_by_claude_opus_4_6] Starting 8 questions (total 8).
[2026-03-09 21:27:04,730][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:05,032][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:05,268][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:05,283][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:05,308][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:10,319][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:13,548][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:15,393][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:28,755][__main__][INFO] - [Qwen-3.5-35B-A3B_by_claude_opus_4_6] Progress: 8/8
[2026-03-09 21:27:28,757][__main__][INFO] - [Qwen-3.5-35B-A3B_by_gemini_3_1_pro_preview] Starting 8 questions (total 8).
[2026-03-09 21:27:33,420][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:33,562][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:33,610][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:33,691][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:34,030][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:45,521][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:48,006][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:27:51,234][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:28:36,803][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:15,933][__main__][INFO] - [Qwen-3.5-35B-A3B_by_gemini_3_1_pro_preview] Progress: 8/8
[2026-03-09 21:29:15,937][__main__][INFO] - [Qwen-3.5-122B-A10B_by_gpt_5_4] Starting 8 questions (total 8).
[2026-03-09 21:29:16,636][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:16,638][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:16,640][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:16,674][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:17,150][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:21,171][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:22,618][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:24,241][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:30,157][__main__][INFO] - [Qwen-3.5-122B-A10B_by_gpt_5_4] Progress: 8/8
[2026-03-09 21:29:30,159][__main__][INFO] - [Qwen-3.5-122B-A10B_by_claude_opus_4_6] Starting 8 questions (total 8).
[2026-03-09 21:29:32,405][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:32,814][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:33,010][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:33,121][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:33,980][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:37,347][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:39,685][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:39,753][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:29:55,563][__main__][INFO] - [Qwen-3.5-122B-A10B_by_claude_opus_4_6] Progress: 8/8
[2026-03-09 21:29:55,569][__main__][INFO] - [Qwen-3.5-122B-A10B_by_gemini_3_1_pro_preview] Starting 8 questions (total 8).
[2026-03-09 21:30:00,359][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:30:05,795][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:30:05,806][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:30:05,814][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:30:05,847][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:30:12,138][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:30:14,133][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:30:17,258][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:31:00,686][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:31:41,739][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:21,649][__main__][ERROR] - Failed to get valid observer parse after 3 attempts for gpqa_hard_recCJJOeBGERaHYax_0019
[2026-03-09 21:32:21,655][__main__][INFO] - [Qwen-3.5-397B-A17B_by_gpt_5_4] Starting 8 questions (total 8).
[2026-03-09 21:32:22,289][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:22,290][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:22,420][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:22,436][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:22,440][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:27,993][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:28,203][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:28,849][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:36,889][__main__][INFO] - [Qwen-3.5-397B-A17B_by_gpt_5_4] Progress: 8/8
[2026-03-09 21:32:36,891][__main__][INFO] - [Qwen-3.5-397B-A17B_by_claude_opus_4_6] Starting 8 questions (total 8).
[2026-03-09 21:32:39,084][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:39,084][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:39,693][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:40,107][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:40,670][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:45,225][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:45,719][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:32:46,762][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:33:03,772][__main__][INFO] - [Qwen-3.5-397B-A17B_by_claude_opus_4_6] Progress: 8/8
[2026-03-09 21:33:03,775][__main__][INFO] - [Qwen-3.5-397B-A17B_by_gemini_3_1_pro_preview] Starting 8 questions (total 8).
[2026-03-09 21:33:08,411][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:33:08,445][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:33:08,446][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:33:08,481][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:33:10,609][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:33:14,411][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:33:14,629][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:33:16,625][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:34:07,561][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:34:52,908][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:34,979][__main__][ERROR] - Failed to get valid observer parse after 3 attempts for gpqa_hard_recCJJOeBGERaHYax_0019
[2026-03-09 21:35:34,985][__main__][INFO] - [Llama-4-Scout_by_gpt_5_4] Starting 6 questions (total 6).
[2026-03-09 21:35:35,766][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:35,790][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:35,804][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:35,898][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:35,945][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:40,154][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:44,968][__main__][INFO] - [Llama-4-Scout_by_gpt_5_4] Progress: 6/6
[2026-03-09 21:35:44,971][__main__][INFO] - [Llama-4-Scout_by_claude_opus_4_6] Starting 6 questions (total 6).
[2026-03-09 21:35:46,990][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:47,400][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:47,400][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:47,707][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:47,775][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:35:52,420][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:01,594][__main__][INFO] - [Llama-4-Scout_by_claude_opus_4_6] Progress: 6/6
[2026-03-09 21:36:01,597][__main__][INFO] - [Llama-4-Scout_by_gemini_3_1_pro_preview] Starting 6 questions (total 6).
[2026-03-09 21:36:06,281][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:06,420][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:06,657][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:06,876][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:07,265][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:21,404][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:30,825][__main__][INFO] - [Llama-4-Scout_by_gemini_3_1_pro_preview] Progress: 6/6
[2026-03-09 21:36:30,830][__main__][INFO] - [Llama-4-Maverick_by_gpt_5_4] Starting 8 questions (total 8).
[2026-03-09 21:36:31,432][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:31,434][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:31,434][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:31,435][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:31,435][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:36,527][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:36,775][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:37,463][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:43,961][__main__][INFO] - [Llama-4-Maverick_by_gpt_5_4] Progress: 8/8
[2026-03-09 21:36:43,963][__main__][INFO] - [Llama-4-Maverick_by_claude_opus_4_6] Starting 8 questions (total 8).
[2026-03-09 21:36:46,277][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:46,484][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:46,880][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:47,267][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:47,290][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:51,435][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:54,148][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:36:56,926][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:08,818][__main__][INFO] - [Llama-4-Maverick_by_claude_opus_4_6] Progress: 8/8
[2026-03-09 21:37:08,819][__main__][INFO] - [Llama-4-Maverick_by_gemini_3_1_pro_preview] Starting 8 questions (total 8).
[2026-03-09 21:37:13,327][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:13,423][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:14,294][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:14,638][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:14,708][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:20,566][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:26,758][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:27,240][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:51,394][__main__][INFO] - [Llama-4-Maverick_by_gemini_3_1_pro_preview] Progress: 8/8
[2026-03-09 21:37:51,399][__main__][INFO] - [GPT-OSS-20B_by_gpt_5_4] Starting 8 questions (total 8).
[2026-03-09 21:37:52,228][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:52,229][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:52,294][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:52,410][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:53,522][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:57,464][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:37:57,682][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:04,106][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:10,840][__main__][INFO] - [GPT-OSS-20B_by_gpt_5_4] Progress: 8/8
[2026-03-09 21:38:10,848][__main__][INFO] - [GPT-OSS-20B_by_claude_opus_4_6] Starting 8 questions (total 8).
[2026-03-09 21:38:13,203][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:13,319][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:13,941][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:14,093][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:14,550][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:19,952][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:20,589][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:24,239][httpx][INFO] - HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
[2026-03-09 21:38:39,461][__main__][INFO] - [GPT-OSS-20B_by_claude_opus_4_6] Progress: 8/8
[2026-03-09 21:38:39,463][__main__][INFO] - [GPT-OSS-20B_by_gemini_3_1_pro_preview] Starting 8 questions (total 8).
